id,Label,mint_count_per_week,burn_count_per_week,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn_per_week,swapOut_per_week,swap_rate,LP_avg,LP_stdev,LPCreator_holding_ratio,Lock_ratio,token_burn_ratio,Creator_token_holding_ratio,number_of_token_creation_of_Creator
0x046054b60e7d23d01a351533dafa0824c8e94a18,True,0.9988967212140031,0.0,0.166666667,0.833333333,0.0,0.0,0.378742515,0.0,3.9955868848560123,0.9988967212140031,2.0,100.0,0.0,1.0028439443396227,0.0,0.0,0.0019289647509999998,8
0x618cef20808606fbfb803f2c778a058f934b6e6b,True,0.9785077756421457,0.0,0.014285714,0.985714286,0.0,0.0,0.17825956,0.0,51.86091210903373,15.656124410274332,3.117647059,100.0,0.0,1.0009562886792454,0.0,0.0,126.9,1
0x59ace1726d34809ceca5326d0bd8f357972a868f,True,0.9964724742602659,0.9964724742602659,0.019230769,0.961538462,0.019230769,0.0,0.472676319,0.751985054,34.87653659910931,14.947087113903988,2.1875,100.0,0.0,1.000622803773585,0.0,0.0,0.2583681789,5
0xe865fa85acbbda7e278ebfe60a5d2b59e4dd939c,True,0.9947728371750294,0.0,0.055555556,0.944444444,0.0,0.0,0.36123348,0.0,15.91636539480047,0.9947728371750294,8.0,100.0,0.0,1.000622803773585,0.0,0.0,4.449124826e-11,9
0x416c599f2cede19787788194b547c1f70cc3f51d,True,0.9986163351705145,0.0,0.090909091,0.909090909,0.0,0.0,0.35202864,0.0,5.991698011023087,3.994465340682058,1.2,100.0,0.0,1.000622803773585,0.0,0.0,0.09996,1
0x977b483688c4551f9101266914b86eebe8fee048,True,0.8939247702001428,0.0,0.010752688,0.989247312,0.0,0.0,0.163013641,0.0,67.04435776501072,15.196721093402427,4.166666667,100.0,0.0,1.000622803773585,0.0,0.0,0.22727272727272727,1
0xc0cb67441130698e570f261250be2b0f2b89f242,True,0.9909799198761274,0.9909799198761274,0.02173913,0.956521739,0.02173913,0.0,0.431970936,0.861035422,36.66625703541671,6.936859439132892,4.625,100.0,0.0,1.000622803773585,0.0,0.0,0.10832817789999999,3
0x767e1e966c8fade381b4f518e91a6f15c975e937,True,0.9957440503140512,0.0,0.035714286,0.964285714,0.0,0.0,0.376402321,0.0,20.910625056595077,5.974464301884307,3.0,100.0,0.0,1.000622803773585,0.0,0.0,0.460961141375,13
0x4caa93921e3a423f97b07f1e70f35c5e8338d70e,True,0.9540906954071765,0.0,0.023255814,0.976744186,0.0,0.0,0.105319222,0.0,31.484992948436823,8.586816258664589,3.3,100.0,0.0,1.000622803773585,0.0,0.0,0.7396340452,1
0x4fe435b5f15430826814e496d945aef0804cc58b,True,0.9983311626893535,0.0,0.1,0.9,0.0,0.0,0.506429278,0.0,8.984980464204183,0.0,9.0,100.0,0.0,1.000622803773585,0.0,0.0,0.37394,12
0xc7a6685c6cb36d176f06e0f04be43b770a74a397,True,0.9996545505934623,0.0,0.083333333,0.916666667,0.0,0.0,0.387559809,0.0,4.998272752967312,5.997927303560774,0.714285714,100.0,0.0,1.000622803773585,0.0,0.0,0.02238633806,1
0xf929a072519acd7f796b6fda7b91794a1c24fbf7,True,0.9887167280800129,0.0,0.066666667,0.933333333,0.0,0.0,0.260504202,0.0,11.864600736960154,1.9774334561600257,4.0,100.0,0.0,1.000622803773585,0.0,0.0,0.85,3
0xfeb37e3dfdbda6d2efaf68f0cc81dcd7fdd2528c,True,12.238890405359282,0.27197534234131737,0.292207792,0.701298701,0.006493506,0.030524463,0.025533516,0.497656169,5.983457531508982,23.389879441353294,0.252873563,100.0,0.0,1.000622803773585,0.0,0.0,0.5936212551250001,1
0x57835bb5c38213ebd2f9ad4a62188e6601ab599a,True,0.9985784126763982,0.0,0.2,0.8,0.0,0.0,0.43554007,0.0,3.994313650705593,0.0,4.0,100.0,0.0,0.9907986663551402,0.01000120186915886,0.047734214153846155,0.0005022382679230769,1
0x6b149322d4bac3335eed04524b97b70df834d7a5,True,0.9978320909927836,0.0,0.111111111,0.888888889,0.0,0.0,0.412480974,0.0,2.9934962729783505,4.989160454963918,0.5,100.0,0.0,0.998396720754717,0.0,0.0,0.0,5
0x8aaa9c407cb8f938103064e52c06d96764f2dd01,True,0.9949037503002149,0.9949037503002149,0.015151515,0.96969697,0.015151515,0.0,0.868624919,0.996449322,45.765572513809886,17.908267505403867,2.421052632,100.0,0.0,0.9974057,0.0,0.0,0.05024207,1
0x9a4f84aedc968884fdeb5b97950e2f80a0120cf2,True,0.9994414497189071,0.0,0.023809524,0.976190476,0.0,0.0,0.310650888,0.0,28.983802041848307,11.993297396626886,2.230769231,100.0,0.0,0.9955400726415095,0.0,0.0,9.866063820999999e-08,13
0xf9fe5df32133392468521d1f9a95f8f9fe2089f5,True,0.8596599453615603,0.42982997268078016,0.25,0.625,0.125,0.003168517,0.422088379,0.011170831,1.2894899180423405,0.8596599453615603,1.0,100.0,0.0,1.003395595238095,0.0,60000000.0,3000000.0,1
0xc3708dc88da0c2b8bd4ea08fbdc6ab0a7c44e4dc,True,0.9967960128159489,0.0,0.083333333,0.916666667,0.0,0.0,0.273148148,0.0,8.971164115343539,1.9935920256318977,3.0,100.0,0.0,1.0019216485714284,0.0,0.0,136.2658588,1
